Name,Appearance,Homeworld,Species,Gender,Affiliation,Alliance,File_Name
316,[4],[],[],[],"['Galactic Empire', 'Imperial Military']",,316
Ap'lek,"[7, 9]",[],['Humanoid'],['Male'],"['Knights of Ren', 'First Order']",Evil,Ap'lek
Lorth Needa,[5],['Coruscant'],['Human'],['Male'],"['Galactic Republic', 'Home Fleet Strike Group Five', 'Galactic Empire', 'Death Squadron', 'Imperial Officer Corps']",Good,Lorth Needa
Lank Paze,[8],[],['Human'],['Male'],"['First Order', 'First Order Navy']",Evil,Lank Paze
DJ,[8],[],['Human'],['Male'],[],,DJ
Janus Greejatus,[6],[],['Human'],['Male'],"['Galactic Republic', 'Office of the Chancellor', 'Galactic Empire', 'Imperial Ruling Council']",Good,Janus Greejatus
BoShek,[4],['Corellia'],['Human (Corellian)'],['Male'],[],,BoShek
Taslin Brance,[7],['Rinn'],['Human'],['Male'],"['Resistance', 'Resistance army', 'Resistance High Command']",Good,Taslin Brance
Bantha,"[1, 2, 3, 4, 6, 9]",['Tatooine'],[],[],[],,Bantha
Bultar Swan,[2],[],['Human'],['Female'],"['Jedi Order', 'Jedi assault team']",Jedi,Bultar Swan
Fang Zar,[3],['Sern Prime'],['Human'],['Male'],"['Galactic Republic', 'Delegation of 2,000', 'Galactic Empire', 'Imperial Senate']",Good,Fang Zar
Bobbajo,[7],['Jakku'],['Nu-Cosian'],['Male'],[],,Bobbajo
Medical droid,"[8, 9]",[],[],[],[],,Medical droid
Col Takbright,[4],['Uquine'],['Human'],['Male'],"['Alliance to Restore the Republic', 'Red Squadron']",Good,Col Takbright
Yanjon Zelmar,[3],['Dwartii'],[],[],"['Four Sages of Dwartii', 'Galactic Republic']",Good,Yanjon Zelmar
Rothgar Deng,[9],['Corellia'],[],['Male'],[],,Rothgar Deng
Erich S. Datoo,[7],[],['Human'],['Male'],"['First Order', 'First Order Army']",Evil,Erich S. Datoo
Unidentified Sith Eternal fleet technician,[9],[],[],['Male'],"['Sith Eternal', 'Final Order']",Evil,Unidentified Sith Eternal fleet technician
K1-RF workbench droid,[9],[],['Droid'],[],[],,K1-RF workbench droid
Vedain,[6],[],"[""Kajain'sa'Nikto""]",[],"[""Jabba Desilijic Tiure's criminal empire""]",,Vedain
Power droid,[7],[],[],[],[],,Power droid
Yarna d'al' Gargan,[6],['Askaji'],['Askajian'],['Female'],"[""Jabba Desilijic Tiure's criminal empire""]",,Yarna d'al' Gargan
Bane Malar,[6],[],[],['Male'],[],,Bane Malar
Jek,[3],['Kamino'],['Human (clone)'],['Male'],"['Galactic Republic', 'Diplomatic service', 'Ranger Corps']",Good,Jek
R2 series astromech droid,"[7, 8, 9]",[],['Droid'],[],"['Royal House of Naboo', 'Galactic Republic', 'Jedi Order', 'Galactic Empire', 'Alliance to Restore the Republic']",Good,R2 series astromech droid
Boushh,[6],['Uba IV'],['Ubese'],['Male'],"[""Boushh's crew"", ""Bounty Hunters' Guild"", 'Black Sun']",,Boushh
Koyi Mateil,[3],[],"[""Twi'lek""]",['Female'],[],,Koyi Mateil
Enric Pryde,[9],['Alsakan'],['Human'],['Male'],"['Galactic Empire', 'Imperial Officer Corps', 'Imperial Navy', 'First Order', 'Supreme Council', 'Sith Eternal', 'Final Order']",Evil,Enric Pryde
Ohwun De Maal,[4],[],['Duros'],['Male'],[],,Ohwun De Maal
Zygli Bruss,[7],['Candovant'],['Candovantan'],[],"['New Republic', 'Galactic Senate']",Good,Zygli Bruss
Tophid Bruster,[9],[],['Human'],['Male'],"['First Order', 'First Order starfighter corps']",Evil,Tophid Bruster
Wyron Serper,[5],[],['Human'],['Male'],['Alliance to Restore the Republic'],Good,Wyron Serper
Unidentified Echo Base deck officer,[5],[],['Human'],['Male'],['Alliance to Restore the Republic'],Good,Unidentified Echo Base deck officer
John D. Branon,[4],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Red Squadron']",Good,John D. Branon
Odla Sur,[9],[],['Reesarian'],[],['Resistance'],Good,Odla Sur
Armitage Hux's mother,[8],[],[],['Female'],[],,Armitage Hux's mother
Ashla (Jedi),[2],[],['Togruta'],['Female'],"['Jedi Order', 'Bear Clan']",Jedi,Ashla (Jedi)
Barada,[6],['Klatooine'],['Klatooinian'],['Male'],"[""Jabba Desilijic Tiure's criminal empire""]",,Barada
Lufta Shif,[1],['Naboo'],['Human (Naboo)'],['Female'],"['Galactic Republic', 'Royal House of Naboo', 'Naboo Royal Advisory Council']",Good,Lufta Shif
R2-R9,[1],[],['Droid'],[],['Royal House of Naboo'],,R2-R9
Yaddle,[1],[],"[""Yoda's species""]",['Female'],"['Jedi Order', 'Jedi High Council', 'Galactic Republic']",Jedi,Yaddle
Lirin Car'n,[4],['Bith'],['Bith'],['Male'],"[""Figrin D'an and the Modal Nodes""]",,Lirin Car'n
Saché,[1],['Naboo'],['Human (Naboo)'],['Female'],"['Royal House of Naboo', 'Naboo Royal Handmaidens', 'Galactic Republic', 'Naboo resistance', 'Amidalans']",Good,Saché
Lott Dod,"[1, 2]",['Neimoidia'],['Neimoidian'],['Male'],"['Trade Federation', 'Galactic Republic', 'Galactic Senate', 'Confederacy of Independent Systems']",Good,Lott Dod
R3-M3,[4],[],['Droid'],[],['Galactic Empire'],,R3-M3
Gartogg,[6],[],['Gamorrean'],[],"[""Jabba Desilijic Tiure's criminal empire""]",,Gartogg
Cassian Jeron Andor,[4],['Fest'],['Human'],['Male'],"['Confederacy of Independent Systems', 'An insurrectionist cell', 'Alliance to Restore the Republic', 'Rebel Alliance Intelligence Service', 'Alliance Army', 'Rogue One']",Good,Cassian Jeron Andor
Poggle the Lesser,"[2, 3]",['Geonosis'],['Geonosian'],['Male'],"['Stalgasin hive', 'Techno Union', 'Confederacy of Independent Systems', 'Executive Separatist Council', 'Galactic Republic (briefly)']",,Poggle the Lesser
Judder Page,[6],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Endor strike team']",Good,Judder Page
Gurreck,[6],[],[],[],[],,Gurreck
Faya Rodemos,[3],['Dwartii'],[],[],"['Four Sages of Dwartii', 'Galactic Republic']",Good,Faya Rodemos
Nar Hida,[2],['Luptoom'],['Human'],['Male'],[],,Nar Hida
Aayla Secura,"[2, 3, 9]",['Ryloth'],"[""Twi'lek (Rutian)""]",['Female'],"['Jedi Order', 'Jedi assault team', 'Galactic Republic', '327th Star Corps']",Jedi,Aayla Secura
Jerriko,[4],[],['Mutant human'],['Male'],[],,Jerriko
Klaatu,[6],['Kintan'],"['Nikto', "" (Kadas'sa'Nikto)""]",['Male'],"[""Jabba Desilijic Tiure's criminal empire""]",,Klaatu
Felucia bird,[3],['Felucia'],[],[],[],,Felucia bird
Laze Loneozner,[4],['Tatooine'],['Human'],['Male'],[],,Laze Loneozner
Cave sketto,[1],['Tatooine'],[],[],[],,Cave sketto
Grummgar,[7],['Dowut'],['Dowutin'],['Male'],[],,Grummgar
Ansiv Garmuth,[8],[],['Human'],['Male'],"['First Order', 'First Order Security Bureau']",Evil,Ansiv Garmuth
Hugo Eckener,[1],['Naboo'],['Human (Naboo)'],['Male'],"['Galactic Republic', 'Royal House of Naboo', 'Naboo Royal Advisory Council']",Good,Hugo Eckener
Rabé,[1],['Naboo'],['Human (Naboo)'],['Female'],"['Royal House of Naboo', 'Naboo Royal Handmaidens', 'Galactic Republic', 'Amidalans']",Good,Rabé
Jashco Phurus,[7],[],['Human'],['Male'],['Resistance'],Good,Jashco Phurus
Cordé,[2],['Naboo'],['Human (Naboo)'],['Female'],"['Royal House of Naboo', 'Naboo Royal Handmaidens', 'Galactic Republic']",Good,Cordé
Lanever Villecham,[7],['Tarsunt'],['Tarsunt'],['Male'],"['New Republic', 'Galactic Senate']",Good,Lanever Villecham
Breha Organa,[3],['Alderaan'],['Human (Alderaanian)'],['Female'],"['Elder Houses', 'House of Organa', 'Alliance to Restore the Republic']",Good,Breha Organa
Erdan,[1],['Tatooine'],['Human'],['Male'],[],,Erdan
Spy droid,[7],[],[],[],[],,Spy droid
Bib Fortuna,"[1, 6]",['Ryloth'],"[""Twi'lek""]",['Male'],"['Fortuna family', 'Hutt Clan', ""Jabba Desilijic Tiure's criminal empire""]",,Bib Fortuna
Wollivan,[7],['Rina Major'],['Blarina'],['Male'],[],,Wollivan
Whoop hog,[8],[],[],[],[],,Whoop hog
Koo Millham,[8],[],['Human'],['Female'],"['Resistance', 'Ground Logistics Division']",Good,Koo Millham
R4-P17,"[2, 3]",[],['Droid'],['Feminine programming'],"['Jedi Order', 'Galactic Republic']",Good,R4-P17
Denaria Kee,"[2, 3]",[],['Koorivar'],['Female'],"['Confederacy of Independent Systems', 'Corporate Alliance']",,Denaria Kee
B2-series super battle droid,[9],[],['Droid'],['Masculine programming'],"['Techno Union', 'Confederacy of Independent Systems', 'Separatist Droid Army', 'Quarantine World III', 'House Maccon', 'House Reya', 'Warbird gang', ""B1's B2-series super battle droid battalion"", 'Team Colossus', ""B1's B2-series super battle droid battalion""]",,B2-series super battle droid
Unidentified female First Order stormtrooper,[7],[],['Human'],['Female'],"['First Order', 'Stormtrooper Corps']",Evil,Unidentified female First Order stormtrooper
Guanta,[3],['Kashyyyk'],['Wookiee'],['Male'],"['Galactic Republic', 'Kachirho Wookiee Militia']",Good,Guanta
Rhomby Grammus,[8],[],[],['Female'],[],,Rhomby Grammus
Lumat,[6],[],['Ewok'],[],"['Bright Tree tribe', 'Alliance to Restore the Republic']",Good,Lumat
Frog,[6],"['Klatooine', 'Sorgan', 'Arvala-7', 'Rodia', 'Tinnel IV']",[],[],[],,Frog
Ronith Blario,[8],[],['Human'],['Male'],"['Resistance', 'Resistance navy']",Good,Ronith Blario
Riftiaworm,[9],[],[],[],[],,Riftiaworm
Amanaman,[6],['Maridun'],['Amani'],['Male'],"[""Jabba Desilijic Tiure's criminal empire""]",,Amanaman
Wayulia Tagge-Simoni,[8],[],['Human'],['Female'],[],,Wayulia Tagge-Simoni
Bana Breemu,[3],[],['Human'],['Female'],"['Galactic Republic', 'Delegation of 2,000']",Good,Bana Breemu
SO-1P autovalet droid,[8],[],['Droid'],[],['First Order'],Evil,SO-1P autovalet droid
Suday Bascus,[8],[],['Human'],['Male'],"['First Order', 'First Order Navy']",Evil,Suday Bascus
Gume Saam,"[2, 3]",[],['Ishi Tib'],['Male'],"['Techno Union', 'Galactic Republic', 'Galactic Senate', 'Confederacy of Independent Systems']",Good,Gume Saam
Tatoo-rat,[6],['Tatooine'],[],[],[],,Tatoo-rat
Daultay Dofine,[1],['Neimoidia'],['Neimoidian'],['Male'],"['Trade Federation', 'Trade Federation fleet']",,Daultay Dofine
Hija,[4],[],['Human'],['Male'],"['Galactic Empire', ""Imperial Navy's officer corps""]",,Hija
R5-2JE,[9],[],['Droid'],[],['Resistance'],Good,R5-2JE
Crix Madine,[6],['Corellia'],['Human (Corellian)'],['Male'],"['Galactic Empire', 'Imperial Special Forces', 'Alliance to Restore the Republic', 'Alliance High Command', 'Rebel Alliance Special Forces', 'New Republic', 'New Republic Special Forces']",Good,Crix Madine
Unidentified Imperial Navy Trooper,[4],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Navy', 'Alliance to Restore the Republic']",Good,Unidentified Imperial Navy Trooper
Ibdun Dand,[9],[],['Tarsunt'],['Male'],"['Resistance', 'Resistance ground crew']",Good,Ibdun Dand
Glowen Faquidde,[8],[],['Humanoid alien'],[],[],,Glowen Faquidde
FN-0878,[9],[],['Human'],[],"['First Order', 'FN Corps']",Evil,FN-0878
Grayla Stindy,[8],[],[],[],[],,Grayla Stindy
Oppo Rancisis,"[1, 2]",['Thisspias'],['Thisspiasian'],['Male'],"['Blood Monarchy', 'Jedi Order', 'Jedi High Council', 'Galactic Republic', 'Republic High Command']",Jedi,Oppo Rancisis
Yolo Ziff,[7],[],['Human'],['Male'],"['Resistance', 'Blue Squadron']",Good,Yolo Ziff
Nossit Cicer,[8],[],['Human'],['Male'],"['Resistance', 'Resistance army']",Good,Nossit Cicer
Laundry droid,[8],[],['Droid'],[],['First Order'],Evil,Laundry droid
Nos monster,[3],['Utapau'],[],[],[],,Nos monster
SN-1F4 miniature sifter droid,[7],[],['Droid'],[],[],,SN-1F4 miniature sifter droid
Insect,"[2, 3, 9]",[],[],[],[],,Insect
DUM-4,[1],[],['Droid'],[],['Ody Mandrell'],,DUM-4
Saleucami buzzard,[3],[],[],[],[],,Saleucami buzzard
Munduri,[7],['Bravais'],['Bravaisian'],[],[],,Munduri
Kazza-Ki Sagree,[9],['Pasaana'],['Aki-Aki'],['Female'],[],,Kazza-Ki Sagree
BB-9E,[8],[],['Droid'],[],['First Order'],Evil,BB-9E
Kagi,[3],[],[],[],['Galactic Empire'],,Kagi
Terna-Gentu,[8],['Ahch-To'],['Lanai'],['Female'],['Caretakers'],,Terna-Gentu
Jonus,[6],[],['Human'],['Male'],"['Galactic EmpireImperial Officer Corps', 'Scimitar Squad']",,Jonus
Unidentified female bar patron,[7],[],['Human'],['Female'],[],,Unidentified female bar patron
Reek,[2],"['Ylesia', 'Codian Moon', 'Saleucami']",[],[],[],,Reek
Figrin D'an,[4],['Bith'],['Bith'],['Male'],"[""Figrin D'an and the Modal Nodes""]",,Figrin D'an
Maxiron Agolerga,[2],[],['Human'],['Male'],['Brotherhood of Cognizance'],,Maxiron Agolerga
Luggabeast,[7],"['Jakku', 'Others']",[],[],[],,Luggabeast
Sarissa Jeng,[2],[],['Human'],['Female'],"['Jedi Order', 'Jedi assault team']",Jedi,Sarissa Jeng
Dog,"[7, 8]",[],[],[],[],,Dog
Cliegg Lars,[2],['Tatooine'],['Human'],['Male'],['Lars family'],,Cliegg Lars
Hem Dazon,[4],[],['Arcona'],['Male'],[],,Hem Dazon
Boba Fett,"[2, 4, 5, 6]",['Kamino'],['Human (clone)'],['Male'],"['Fetts', 'Confederacy of Independent Systems', ""Krayt's Claw"", ""Jabba Desilijic Tiure's criminal empire"", ""Bounty Hunters' Guild""]",,Boba Fett
Neb Creip,[3],[],['Human'],['Male'],"['Galactic Republic', 'Galactic Senate']",Good,Neb Creip
Ben Solo,"[7, 8, 9]",['Chandrila'],"['Human', ' (Chandrilan)']",['Male'],"['Solo family', 'Skywalker family', 'Elder Houses', 'House of Organa', 'Jedi Order', 'Knights of Ren', 'First Order']",Mix,Ben Solo
Nahani Gillen,[7],['Uyter'],['Human'],['Female'],"['New Republic', 'Galactic Senate']",Good,Nahani Gillen
Nambi Ghima,[9],['Pasaana'],['Aki-Aki'],['Female'],[],,Nambi Ghima
Durteel Haza,[7],[],['Delphidian'],['Male'],[],,Durteel Haza
Wampa,[5],['Hoth'],[],[],[],,Wampa
M6-15R,[7],[],[],[],[],,M6-15R
CC-8826,[3],['Kamino'],['Human (clone)'],['Male'],"['Galactic Republic', '91st Mobile Reconnaissance Corps', 'Galactic Empire']",Good,CC-8826
OOM command battle droid,[9],[],['Droid'],['Masculine programming'],"['Trade Federation', 'Trade Federation military', 'Confederacy of Independent Systems', 'Confederacy military', 'Agamar garrison', ""Klik-Klak's droid army""]",,OOM command battle droid
Grizz Frix,[6],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Red Squadron']",Good,Grizz Frix
Dyer,[6],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Officer Corps']",,Dyer
Hela Brandes,[1],['Naboo'],['Human (Naboo)'],['Female'],"['Galactic Republic', 'Royal House of Naboo', 'Naboo Royal Advisory Council']",Good,Hela Brandes
Tundra Dowmeia,"[2, 3]",['Mon Cala'],['Quarren'],[],"['Galactic Republic', 'Delegation of 2,000']",Good,Tundra Dowmeia
Beaumont Kin,[9],['Lerct'],['Human'],['Male'],"['Resistance', 'Resistance Intelligence', 'Resistance army', 'Exegol landing team']",Good,Beaumont Kin
Domine Lithe,[9],[],[],['Female'],[],,Domine Lithe
Unidentified male bar patron 4,[7],[],['Human'],['Male'],[],,Unidentified male bar patron 4
Canonhaus,[5],[],['Human'],['Male'],"['Galactic Republic', 'Galactic Empire', 'Carida Academy', ""Imperial Navy's officer corps"", 'Helix Squadron', 'Death Squadron']",Good,Canonhaus
Unidentified male bar patron 3,[7],[],['Human'],['Male'],[],,Unidentified male bar patron 3
Shaak Ti,"[2, 3]",['Shili'],['Togruta'],['Female'],"['Jedi Order', 'Jedi High Council', 'Jedi assault team', 'Galactic Republic', 'Kamino security']",Jedi,Shaak Ti
Mon Mothma,"[3, 6]",['Chandrila'],['Human (Chandrilan)'],['Female'],"['Galactic Republic', 'Loyalist Committee', 'Delegation of 2,000', 'Galactic Empire', 'Imperial Senate (resigned)', ""Mon Mothma's rebel cell"", 'Alliance to Restore the Republic', 'New Republic']",Good,Mon Mothma
R3-Y2,[5],[],['Droid'],[],['Alliance to Restore the Republic'],Good,R3-Y2
Cassio Tagge,[4],['Tepasi'],['Human'],['Male'],"['House of Tagge', 'Tagge Corporation', 'Galactic Empire', 'Imperial Officer Corps', 'Joint Chiefs', 'Imperial Army']",,Cassio Tagge
Osh Scal,[3],[],['Kallidahin'],[],['Archaeological Research Council'],,Osh Scal
Bo Rogiave,[9],[],['Lacertilo'],['Male'],"['Resistance', 'Exegol landing team']",Good,Bo Rogiave
Ghhhk,"[4, 7, 9]",['Bith'],[],[],[],,Ghhhk
Jaycris Tubbs,[8],[],['Human'],['Male'],"['Resistance', 'Resistance Starfighter Corps']",Good,Jaycris Tubbs
Umpass-stay,[6],['Klatooine'],['Klatooinian'],['Male'],['Max Rebo Band'],,Umpass-stay
Frantis Griss,[9],[],['Human'],['Male'],"['First Order', 'Steadfast battlegroup', 'Supreme Council']",Evil,Frantis Griss
Deland Tyerell,[1],[],[],['Male'],['Ratts Tyerell Foundation'],,Deland Tyerell
2638,[3],[],['Droid'],['Masculine programming'],"['Confederacy of Independent Systems', 'Separatist Droid Army']",,2638
7824,[1],[],['Droid'],['Masculine programming'],"['Trade Federation', 'Trade Federation Droid Army']",,7824
Derek Klivian,[5],['Ralltiir'],['Human'],['Male'],"['Galactic Empire', 'Alliance to Restore the Republic', 'Phoenix Squadron', 'Red Squadron (Standby)', 'Rogue Squadron']",Good,Derek Klivian
Cherff Maota,[7],[],[],['Male'],['Jedi Order'],Jedi,Cherff Maota
Unidentified female First Order officer,[7],[],['Human'],['Female'],"['First Order', 'First Order military']",Evil,Unidentified female First Order officer
Twinfin hyacander,[8],['Ahch-To'],[],[],[],,Twinfin hyacander
Gasgano,[1],['Troiken'],['Xexto'],['Male'],[],,Gasgano
Vaid Bloodfil,[9],[],['Human'],['Male'],"['First Order', 'First Order military']",Evil,Vaid Bloodfil
Bogg Tyrell,[2],[],['Aleena'],['Female'],"['Galactic Republic', 'Galactic Senate']",Good,Bogg Tyrell
TC-14,[1],[],['Droid'],['Feminine programming'],['Trade Federation'],,TC-14
IG-88B,[5],[],['Droid'],['Masculine programming'],"[""Bounty Hunters' Guild"", 'Galactic Empire']",,IG-88B
Ahsoka Tano,[9],"['Shili', ' (raised on Coruscant)']",['Togruta'],['Female'],"['Jedi Order', 'Galactic Republic', '501st Legion', ""Bail Organa's resistance movement"", 'Rebel Intelligence', 'Phoenix Cell']",Jedi,Ahsoka Tano
Olvin Teeps,[8],[],['Human'],['Male'],[],,Olvin Teeps
Kit Fisto,"[2, 3]",['Glee Anselm'],['Nautolan'],['Male'],"['Jedi Order', 'Jedi High Council', 'Jedi assault team', ""Mace Windu's squad"", 'Galactic Republic', 'Grand Army of the Republic']",Jedi,Kit Fisto
Kaljach Sonmi,[8],[],['Heptooinian'],['Male'],[],,Kaljach Sonmi
Ebe E. Endocott,[1],['Triffis'],['Triffian'],['Male'],[],,Ebe E. Endocott
Ledick Firest,[5],[],['Human'],['Male'],"['Alliance to Restore the Republic', 'Alliance Military']",Good,Ledick Firest
Vanden Willard,[4],['Alderaan'],"['Human', ' (Alderaanian)']",['Male'],"['Alliance to Restore the Republic', 'Massassi Group', 'Alliance High Command', 'Delta Group']",Good,Vanden Willard
Luminara Unduli,"[2, 3, 9]",['Mirial'],['Mirialan'],['Female'],"['Jedi Order', 'Jedi assault team', 'Galactic Republic', '41st Elite Corps']",Jedi,Luminara Unduli
Ivor Drake,[3],['Kestos Minor'],['Human'],['Female'],"['Galactic Republic', 'Delegation of 2,000', 'Galactic Empire', 'Imperial Senate', 'Alliance to Restore the Republic (secretly)']",Good,Ivor Drake
Jon Vander,[4],['Onderon'],['Human (Onderonian)'],['Male'],"['Galactic Empire', 'Alliance to Restore the Republic', 'Gold Squadron']",Good,Jon Vander
Omi,[4],['Vodran'],['Dianoga'],['Female'],[],,Omi
Vizam,[6],['Kintan'],"[""Nikto (Kajain'sa'Nikto)""]",['Male'],"[""Jabba Desilijic Tiure's criminal empire""]",,Vizam
Shasa Zaro,[9],['Naboo'],['Human (Naboo)'],['Female'],"['Resistance', 'Resistance Starfighter Corps']",Good,Shasa Zaro
Dosmit Ræh,[7],[],[],['Female'],"['Alliance to Restore the Republic', 'Tierfon Yellow Aces']",Good,Dosmit Ræh
Diva Shaliqua,[1],[],['Theelin half-breed'],['Female'],"[""Jabba Desilijic Tiure's criminal empire""]",,Diva Shaliqua
R3-T7,[2],['Coruscant'],['Droid'],[],[],,R3-T7
Ratts Tyerell,[1],['Aleen'],['Aleena'],['Male'],[],,Ratts Tyerell
Elna Zibsara,[9],[],['Human'],['Female'],"['New Republic', 'New Republic Starfighter Corps', 'Resistance', 'Resistance Starfighter Corps']",Good,Elna Zibsara
Sweitt Concorkill,[3],[],['Vurk'],[],"['Galactic Republic', 'Delegation of 2,000']",Good,Sweitt Concorkill
Gundark,"[2, 5, 7, 9]",['Vanqor'],[],[],[],,Gundark
Pateesa,[6],[],['Rancor'],['Male'],"[""Jabba Desilijic Tiure's criminal empire"", 'Malakili']",,Pateesa
Tritt Opan,[8],[],['Human'],['Male'],"['First Order', 'First Order Navy']",Evil,Tritt Opan
Vicii,[9],[],[],[],['Spice Runners of Kijimi'],,Vicii
Lushros Dofine,[3],['Neimoidia'],['Neimoidian'],['Male'],"['Trade Federation', 'Confederacy of Independent Systems']",,Lushros Dofine
Forten,[9],[],['Human'],['Male'],"['First Order', 'Company 77', 'Resistance']",Mix,Forten
Kalo'ne,[9],[],[],['Female'],[],,Kalo'ne
Cane Adiss,[6],[],['Yuvernian'],['Male'],"[""Jabba Desilijic Tiure's criminal empire""]",,Cane Adiss
Unidentified Jakku quadruped,[7],[],[],[],[],,Unidentified Jakku quadruped
Babu Frik,[9],['Kijimi'],['Anzellan'],['Male'],"['Spice Runners of Kijimi', ""Citizens' Fleet""]",,Babu Frik
Bok Askol,[1],['Shimia'],['Pacithhip'],['Female'],[],,Bok Askol
Ma'kis'shaalas,[3],[],"[""Nikto (Kajain'sa'Nikto)""]",['Male'],"['Jedi Order', 'Galactic Republic']",Jedi,Ma'kis'shaalas
Réillata,[2],['Naboo'],['Human (Naboo)'],['Female'],['Royal House of Naboo'],,Réillata
Marksman-H training remote,"[7, 9]",[],['Droid'],[],"['Jedi Order', 'Galactic Empire', 'Alliance to Restore the Republic']",Good,Marksman-H training remote
Unidentified Ahch-To sea creature,[8],['Ahch-To'],[],[],[],,Unidentified Ahch-To sea creature
Kouhun,[2],['Indoumodo'],[],[],[],,Kouhun
Sola Naberrie,"[2, 3]",[],['Human'],['Female'],['Naberrie family'],,Sola Naberrie
BB-series astromech droid,"[7, 8, 9]",[],['Droid'],[],"['New Republic', 'Resistance', '', 'First Order']",Mix,BB-series astromech droid
R5-D8,[4],[],['Droid'],[],"['Alliance to Restore the Republic', 'Red Squadron']",Good,R5-D8
Korr Sella,[7],['Hosnian Prime'],['Human'],['Female'],"['New Republic', 'Galactic Senate', 'Resistance', 'Resistance navy']",Good,Korr Sella
Tessek,[6],['Mon Cala'],['Quarren'],['Male'],"[""Jabba Desilijic Tiure's criminal empire""]",,Tessek
Sommel Atandu,[8],[],['Human'],['Male'],['Canto Bight Police Department'],,Sommel Atandu
Furillo,[7],[],[],[],"['Resistance', 'Resistance Starfighter Corps']",Good,Furillo
TC-4,[1],[],['Droid'],[],[],,TC-4
Cellheim Anujo,[3],[],['Humanoid'],[],"['Galactic Republic', 'Galactic Senate']",Good,Cellheim Anujo
Hal (Imperial officer),[8],[],[],[],"['Galactic Empire', ""Imperial Navy's officer corps""]",,Hal (Imperial officer)
Rose Tico,"[8, 9]",['Hays Minor'],['Human'],['Female'],"['Tico family', 'Resistance', 'Cobalt Squadron', 'Resistance ground crew', '""Reb"" Squadron', 'Engineering Corps', 'Exegol landing team']",Good,Rose Tico
Lyn Me,[6],['Ryloth'],"[""Twi'lek""]",['Female'],['Max Rebo Band'],,Lyn Me
Salacious B. Crumb,[6],['Kowak'],['Kowakian monkey-lizard'],['Male'],"[""Jabba Desilijic Tiure's criminal empire""]",,Salacious B. Crumb
A'Yark,[4],['Tatooine'],['Tusken Raider'],[],"[""A'Yark's tribe""]",,A'Yark
TK-338,[7],[],['Human'],[],"['First Order', 'Stormtrooper Corps']",Evil,TK-338
Magaloof,[2],['Almak'],['Leffingite'],['Male'],[],,Magaloof
Orray,[2],['Geonosis'],[],[],[],,Orray
Unidentified fish (Opah-bladder bagpipes),[8],['Ahch-To'],[],[],[],,Unidentified fish (Opah-bladder bagpipes)
Aks Moe,[1],['Malastare'],['Gran'],['Male'],"['Congress of Malastare', 'Galactic Republic', 'Malastare delegation']",Good,Aks Moe
Nemet,[5],[],['Human'],['Male'],"['Galactic Empire', 'Death Squadron', ""Imperial Navy's officer corps""]",,Nemet
CZ-1,[4],[],['Droid'],['Masculine programming'],[],,CZ-1
Paige Tico,[8],['Hays Minor'],['Human'],['Female'],"['Tico family', 'Central Ridge Mining', 'Resistance', 'Cobalt Squadron']",Good,Paige Tico
MSE-6 series repair droid,"[7, 8, 9]",[],['Droid'],[],"['Haddrex Gang', 'Galactic Republic', 'Confederacy of Independent Systems', 'Galactic Empire', 'New Republic', 'First Order', 'Resistance']",Mix,MSE-6 series repair droid
Sistros Nevet,"[2, 3]",['Dwartii'],[],['Female'],"['Four Sages of Dwartii', 'Galactic Republic']",Good,Sistros Nevet
Gwellis Bagnoro,[7],['Onod I'],['Onodone'],['Male'],[],,Gwellis Bagnoro
Doallyn,[6],['Geran'],['Geranite'],['Male'],"[""Jabba Desilijic Tiure's criminal empire""]",,Doallyn
Dynym Quid,[8],[],[],[],[],,Dynym Quid
Brea Tonnika,[4],[],[],['Female'],['Tonnika sisters'],,Brea Tonnika
Cova Nell,[8],[],['Human'],['Female'],"['Resistance', 'Resistance navy']",Good,Cova Nell
Apailana,[3],['Naboo'],['Human (Naboo)'],['Female'],"['Royal House of Naboo', 'Galactic Republic']",Good,Apailana
K'lor'slug,"[4, 7, 9]",[],[],[],[],,K'lor'slug
YOL general worker,[7],[],['Droid'],[],[],,YOL general worker
Orr'UrRuuR'R,[1],['Tatooine'],['Tusken Raider'],['Male'],"[""Orr'UrRuuR'R's tribe""]",,Orr'UrRuuR'R
Beetle,[3],[],[],[],[],,Beetle
Niv Lek,[7],[],['Human'],['Male'],"['Resistance', 'Resistance Starfighter Corps']",Good,Niv Lek
Greedo,"[1, 4]","['Rodia', 'Tatooine']",['Rodian'],['Male'],"['Trade Federation', ""Jabba Desilijic Tiure's criminal empire""]",,Greedo
Jira,[1],['Tatooine'],['Human'],['Female'],[],,Jira
Acklay,[2],['Vendaxa'],[],[],[],,Acklay
Bail Antilles,[1],['Alderaan'],['Human'],['Male'],"['Galactic Republic', 'Alderaanian delegation']",Good,Bail Antilles
Corla Metonae,[3],[],[],[],"['House of Organa', 'Alliance to Restore the Republic']",Good,Corla Metonae
Ketwol,[4],[],['Pacithhip'],[],[],,Ketwol
Siward Cass,[4],[],['Human'],['Male'],"['Galactic Empire', 'Imperial Officer Corps']",,Siward Cass
